EDP Range,SLF Case 1,SLF Case 2,SLF Case 3,SLF Case 4,SLF Case 5,SLF Case 6,SLF Case 7,SLF Case 8,SLF Case 9,SLF Case 10,SLF Case 11,SLF Case 12,SLF Case 13,SLF Case 14,SLF Case 15
7.25,2108.878936,85251.41909,161801.04,201001.0437,414483.6153,757629.283,352063.9962,757620.3982,1101624.384,509045.4013,1000985.53,1670768.18,686925.2601,1271985.656,2291450.226
7.3,2108.878936,85251.53407,161801.0986,201001.1061,414483.8472,757629.5397,352064.0881,757620.6553,1101624.384,509045.735,1000987.839,1670774.543,686925.6644,1271991.037,2291458.75
7.35,2108.878936,85251.64395,161801.154,201001.1652,414484.0678,757629.7829,352064.1751,757620.8991,1101624.384,509046.053,1000990.059,1670780.687,686926.0492,1271996.238,2291466.979
7.4,2108.878936,85251.74896,161801.2063,201001.221,414484.2777,757630.0134,352064.2573,757621.1301,1101624.384,509046.3562,1000992.195,1670786.622,686926.4156,1272001.266,2291474.925
7.45,2108.878936,85251.84935,161801.2558,201001.2739,414484.4776,757630.2319,352064.3351,757621.3491,1101624.384,509046.6452,1000994.25,1670792.355,686926.7645,1272006.127,2291482.599
7.5,2108.878936,85251.94532,161801.3025,201001.3239,414484.6678,757630.4391,352064.4088,757621.5567,1101624.384,509046.9207,1000996.228,1670797.894,686927.0968,1272010.828,2291490.011
7.55,2108.878936,85252.03708,161801.3467,201001.3712,414484.8489,757630.6355,352064.4785,757621.7536,1101624.384,509047.1835,1000998.131,1670803.246,686927.4133,1272015.374,2291497.171
7.6,2108.878936,85252.12482,161801.3884,201001.416,414485.0214,757630.8217,352064.5445,757621.9403,1101624.384,509047.4341,1000999.963,1670808.417,686927.7149,1272019.771,2291504.087
7.65,2108.878936,85252.20874,161801.4279,201001.4584,414485.1856,757630.9983,352064.6069,757622.1175,1101624.384,509047.6731,1001001.726,1670813.415,686928.0022,1272024.024,2291510.771
7.7,2108.878936,85252.28901,161801.4653,201001.4986,414485.3421,757631.1659,352064.6661,757622.2855,1101624.384,509047.9011,1001003.424,1670818.246,686928.276,1272028.138,2291517.229
7.75,2108.878936,85252.3658,161801.5006,201001.5366,414485.4911,757631.3248,352064.7221,757622.4449,1101624.384,509048.1187,1001005.059,1670822.916,686928.5369,1272032.119,2291523.47
7.8,2108.878936,85252.43927,161801.534,201001.5726,414485.6331,757631.4756,352064.7752,757622.5962,1101624.384,509048.3263,1001006.633,1670827.432,686928.7856,1272035.971,2291529.503
7.85,2108.878936,85252.50957,161801.5656,201001.6067,414485.7684,757631.6187,352064.8254,757622.7398,1101624.384,509048.5244,1001008.149,1670831.797,686929.0227,1272039.699,2291535.335
7.9,2108.878936,85252.57684,161801.5955,201001.639,414485.8973,757631.7545,352064.873,757622.8761,1101624.384,509048.7136,1001009.61,1670836.019,686929.2487,1272043.308,2291540.972
7.95,2108.878936,85252.64123,161801.6237,201001.6696,414486.0202,757631.8834,352064.9181,757623.0055,1101624.384,509048.8941,1001011.017,1670840.103,686929.4643,1272046.8,2291546.424
8,2108.878936,85252.70286,161801.6505,201001.6986,414486.1374,757632.0057,352064.9609,757623.1283,1101624.384,509049.0665,1001012.372,1670844.052,686929.6699,1272050.182,2291551.695
8.05,2108.878936,85252.76187,161801.6759,201001.7261,414486.249,757632.1219,352065.0014,757623.245,1101624.384,509049.2311,1001013.679,1670847.873,686929.866,1272053.455,2291556.793
8.1,2108.878936,85252.81836,161801.6998,201001.7521,414486.3555,757632.2322,352065.0398,757623.3557,1101624.384,509049.3883,1001014.937,1670851.569,686930.053,1272056.625,2291561.724
8.15,2108.878936,85252.87245,161801.7226,201001.7768,414486.4571,757632.337,352065.0762,757623.4609,1101624.384,509049.5384,1001016.151,1670855.145,686930.2315,1272059.695,2291566.494
8.2,2108.878936,85252.92426,161801.7441,201001.8002,414486.5539,757632.4365,352065.1107,757623.5609,1101624.384,509049.6818,1001017.32,1670858.606,686930.4017,1272062.669,2291571.108
8.25,2108.878936,85252.97388,161801.7644,201001.8224,414486.6463,757632.531,352065.1435,757623.6558,1101624.384,509049.8188,1001018.448,1670861.956,686930.5642,1272065.549,2291575.573
8.3,2108.878936,85253.02141,161801.7837,201001.8435,414486.7344,757632.6208,352065.1745,757623.7461,1101624.384,509049.9497,1001019.534,1670865.198,686930.7193,1272068.339,2291579.893
8.35,2108.878936,85253.06694,161801.802,201001.8634,414486.8185,757632.7062,352065.204,757623.8318,1101624.384,509050.0748,1001020.583,1670868.336,686930.8673,1272071.041,2291584.074
8.4,2108.878936,85253.11056,161801.8193,201001.8824,414486.8987,757632.7872,352065.2319,757623.9133,1101624.384,509050.1943,1001021.593,1670871.374,686931.0086,1272073.66,2291588.12
8.45,2108.878936,85253.15236,161801.8356,201001.9003,414486.9753,757632.8643,352065.2584,757623.9907,1101624.384,509050.3086,1001022.568,1670874.315,686931.1435,1272076.198,2291592.037
8.5,2108.878936,85253.19242,161801.8512,201001.9173,414487.0484,757632.9375,352065.2836,757624.0644,1101624.384,509050.4178,1001023.508,1670877.163,686931.2723,1272078.658,2291595.829
8.55,2108.878936,85253.23081,161801.8659,201001.9335,414487.1181,757633.0072,352065.3074,757624.1344,1101624.384,509050.5222,1001024.415,1670879.921,686931.3954,1272081.041,2291599.499
8.6,2108.878936,85253.26761,161801.8798,201001.9489,414487.1847,757633.0734,352065.3301,757624.2009,1101624.384,509050.6221,1001025.29,1670882.592,686931.5129,1272083.352,2291603.053
8.65,2108.878936,85253.30289,161801.893,201001.9634,414487.2483,757633.1363,352065.3516,757624.2642,1101624.384,509050.7175,1001026.134,1670885.18,686931.6251,1272085.592,2291606.495
8.7,2108.878936,85253.33671,161801.9056,201001.9772,414487.309,757633.1961,352065.372,757624.3244,1101624.384,509050.8089,1001026.949,1670887.686,686931.7323,1272087.764,2291609.828
8.75,2108.878936,85253.36914,161801.9175,201001.9903,414487.3669,757633.2531,352065.3914,757624.3817,1101624.384,509050.8962,1001027.735,1670890.114,686931.8347,1272089.869,2291613.056
8.8,2108.878936,85253.40023,161801.9287,201002.0028,414487.4223,757633.3072,352065.4098,757624.4362,1101624.384,509050.9797,1001028.494,1670892.466,686931.9326,1272091.911,2291616.183
8.85,2108.878936,85253.43006,161801.9394,201002.0146,414487.4752,757633.3587,352065.4273,757624.488,1101624.384,509051.0596,1001029.227,1670894.746,686932.0261,1272093.891,2291619.212
8.9,2108.878936,85253.45866,161801.9495,201002.0259,414487.5257,757633.4077,352065.4438,757624.5373,1101624.384,509051.1361,1001029.934,1670896.955,686932.1155,1272095.812,2291622.147
8.95,2108.878936,85253.48609,161801.9591,201002.0365,414487.574,757633.4544,352065.4596,757624.5843,1101624.384,509051.2093,1001030.616,1670899.096,686932.2009,1272097.675,2291624.99
9,2108.878936,85253.51242,161801.9682,201002.0466,414487.6201,757633.4987,352065.4746,757624.6289,1101624.384,509051.2793,1001031.275,1670901.171,686932.2826,1272099.482,2291627.745
9.05,2108.878936,85253.53767,161801.9769,201002.0563,414487.6641,757633.5409,352065.4888,757624.6715,1101624.384,509051.3463,1001031.912,1670903.182,686932.3607,1272101.235,2291630.415
9.1,2108.878936,85253.5619,161801.9851,201002.0654,414487.7063,757633.5811,352065.5023,757624.7119,1101624.384,509051.4105,1001032.526,1670905.132,686932.4354,1272102.936,2291633.003
9.15,2108.878936,85253.58515,161801.9929,201002.0741,414487.7465,757633.6194,352065.5152,757624.7505,1101624.384,509051.4719,1001033.12,1670907.022,686932.5068,1272104.586,2291635.511
9.2,2108.878936,85253.60746,161802.0002,201002.0823,414487.785,757633.6558,352065.5274,757624.7872,1101624.384,509051.5307,1001033.693,1670908.855,686932.575,1272106.188,2291637.942
9.25,2108.878936,85253.62888,161802.0073,201002.0902,414487.8218,757633.6905,352065.539,757624.8221,1101624.384,509051.587,1001034.247,1670910.632,686932.6403,1272107.742,2291640.299
9.3,2108.878936,85253.64943,161802.0139,201002.0976,414487.857,757633.7235,352065.55,757624.8554,1101624.384,509051.6409,1001034.782,1670912.356,686932.7028,1272109.251,2291642.584
9.35,2108.878936,85253.66917,161802.0202,201002.1047,414487.8906,757633.755,352065.5605,757624.8871,1101624.384,509051.6925,1001035.299,1670914.027,686932.7625,1272110.716,2291644.8
9.4,2108.878936,85253.68811,161802.0262,201002.1115,414487.9228,757633.7849,352065.5705,757624.9172,1101624.384,509051.7419,1001035.799,1670915.649,686932.8197,1272112.137,2291646.948
9.45,2108.878936,85253.70631,161802.0319,201002.1179,414487.9535,757633.8134,352065.58,757624.946,1101624.384,509051.7893,1001036.282,1670917.222,686932.8744,1272113.517,2291649.032
9.5,2108.878936,85253.72377,161802.0373,201002.1239,414487.9829,757633.8406,352065.589,757624.9734,1101624.384,509051.8347,1001036.748,1670918.747,686932.9268,1272114.857,2291651.053
9.55,2108.878936,85253.74055,161802.0424,201002.1297,414488.0111,757633.8665,352065.5976,757624.9995,1101624.384,509051.8781,1001037.199,1670920.228,686932.9769,1272116.159,2291653.013
9.6,2108.878936,85253.75666,161802.0473,201002.1352,414488.038,757633.8912,352065.6057,757625.0244,1101624.384,509051.9198,1001037.635,1670921.664,686933.0248,1272117.422,2291654.914
9.65,2108.878936,85253.77213,161802.0519,201002.1405,414488.0638,757633.9147,352065.6135,757625.0481,1101624.384,509051.9597,1001038.057,1670923.058,686933.0707,1272118.649,2291656.759
9.7,2108.878936,85253.787,161802.0563,201002.1455,414488.0884,757633.9371,352065.6209,757625.0707,1101624.384,509051.998,1001038.464,1670924.41,686933.1146,1272119.841,2291658.548
9.75,2108.878936,85253.80128,161802.0605,201002.1502,414488.112,757633.9584,352065.6279,757625.0922,1101624.384,509052.0346,1001038.858,1670925.723,686933.1567,1272120.999,2291660.285
9.8,2108.878936,85253.815,161802.0645,201002.1547,414488.1346,757633.9788,352065.6346,757625.1128,1101624.384,509052.0698,1001039.239,1670926.997,686933.197,1272122.123,2291661.97
9.85,2108.878936,85253.82818,161802.0682,201002.159,414488.1562,757633.9982,352065.641,757625.1324,1101624.384,509052.1035,1001039.607,1670928.234,686933.2355,1272123.216,2291663.605
9.9,2108.878936,85253.84085,161802.0718,201002.1631,414488.1769,757634.0167,352065.647,757625.151,1101624.384,509052.1358,1001039.964,1670929.434,686933.2725,1272124.277,2291665.192
9.95,2108.878936,85253.85302,161802.0752,201002.1669,414488.1967,757634.0343,352065.6528,757625.1688,1101624.384,509052.1667,1001040.308,1670930.6,686933.3078,1272125.309,2291666.732
10,2108.878936,85253.86473,161802.0784,201002.1706,414488.2156,757634.0511,352065.6583,757625.1858,1101624.384,509052.1964,1001040.641,1670931.732,686933.3417,1272126.311,2291668.227
10.05,2108.878936,85253.87597,161802.0815,201002.1742,414488.2338,757634.0672,352065.6635,757625.202,1101624.384,509052.2249,1001040.964,1670932.83,686933.3742,1272127.285,2291669.678
10.1,2108.878936,85253.88678,161802.0844,201002.1775,414488.2512,757634.0825,352065.6685,757625.2175,1101624.384,509052.2522,1001041.276,1670933.897,686933.4053,1272128.231,2291671.087
10.15,2108.878936,85253.89718,161802.0872,201002.1807,414488.2678,757634.0971,352065.6732,757625.2322,1101624.384,509052.2784,1001041.577,1670934.934,686933.4351,1272129.151,2291672.455
10.2,2108.878936,85253.90717,161802.0899,201002.1837,414488.2838,757634.111,352065.6777,757625.2463,1101624.384,509052.3035,1001041.869,1670935.94,686933.4636,1272130.045,2291673.783
10.25,2108.878936,85253.91677,161802.0924,201002.1866,414488.299,757634.1243,352065.682,757625.2597,1101624.384,509052.3276,1001042.152,1670936.918,686933.491,1272130.915,2291675.073
10.3,2108.878936,85253.92601,161802.0948,201002.1894,414488.3137,757634.1369,352065.6861,757625.2725,1101624.384,509052.3508,1001042.425,1670937.867,686933.5172,1272131.76,2291676.326
10.35,2108.878936,85253.9349,161802.097,201002.192,414488.3277,757634.149,352065.69,757625.2847,1101624.384,509052.373,1001042.69,1670938.789,686933.5423,1272132.581,2291677.542
10.4,2108.878936,85253.94344,161802.0992,201002.1945,414488.3411,757634.1606,352065.6937,757625.2964,1101624.384,509052.3943,1001042.946,1670939.686,686933.5664,1272133.38,2291678.723
10.45,2108.878936,85253.95166,161802.1012,201002.1969,414488.354,757634.1716,352065.6972,757625.3075,1101624.384,509052.4147,1001043.194,1670940.556,686933.5895,1272134.157,2291679.871
10.5,2108.878936,85253.95956,161802.1032,201002.1991,414488.3663,757634.1821,352065.7006,757625.3181,1101624.384,509052.4343,1001043.434,1670941.402,686933.6116,1272134.912,2291680.986
10.55,2108.878936,85253.96717,161802.1051,201002.2013,414488.3781,757634.1921,352065.7038,757625.3283,1101624.384,509052.4531,1001043.667,1670942.224,686933.6329,1272135.647,2291682.069
10.6,2108.878936,85253.97448,161802.1068,201002.2033,414488.3895,757634.2017,352065.7069,757625.3379,1101624.384,509052.4712,1001043.892,1670943.023,686933.6532,1272136.361,2291683.121
10.65,2108.878936,85253.98152,161802.1085,201002.2053,414488.4003,757634.2108,352065.7098,757625.3472,1101624.384,509052.4886,1001044.11,1670943.799,686933.6727,1272137.056,2291684.143
10.7,2108.878936,85253.98829,161802.1101,201002.2072,414488.4107,757634.2195,352065.7126,757625.356,1101624.384,509052.5052,1001044.32,1670944.554,686933.6914,1272137.732,2291685.137
10.75,2108.878936,85253.99481,161802.1116,201002.209,414488.4207,757634.2279,352065.7152,757625.3644,1101624.384,509052.5212,1001044.525,1670945.287,686933.7094,1272138.389,2291686.102
10.8,2108.878936,85254.00108,161802.1131,201002.2106,414488.4303,757634.2358,352065.7178,757625.3725,1101624.384,509052.5366,1001044.723,1670946,686933.7266,1272139.029,2291687.04
10.85,2108.878936,85254.00712,161802.1145,201002.2123,414488.4394,757634.2434,352065.7202,757625.3802,1101624.384,509052.5513,1001044.914,1670946.694,686933.7431,1272139.651,2291687.952
10.9,2108.878936,85254.01293,161802.1158,201002.2138,414488.4482,757634.2507,352065.7225,757625.3875,1101624.384,509052.5655,1001045.1,1670947.367,686933.759,1272140.257,2291688.838
10.95,2108.878936,85254.01852,161802.117,201002.2153,414488.4567,757634.2576,352065.7247,757625.3945,1101624.384,509052.5791,1001045.28,1670948.023,686933.7742,1272140.846,2291689.7
11,2108.878936,85254.0239,161802.1182,201002.2167,414488.4648,757634.2642,352065.7268,757625.4013,1101624.384,509052.5921,1001045.454,1670948.66,686933.7888,1272141.42,2291690.537
11.05,2108.878936,85254.02909,161802.1193,201002.218,414488.4725,757634.2705,352065.7288,757625.4077,1101624.384,509052.6047,1001045.623,1670949.279,686933.8028,1272141.978,2291691.351
11.1,2108.878936,85254.03407,161802.1204,201002.2193,414488.48,757634.2766,352065.7307,757625.4138,1101624.384,509052.6168,1001045.786,1670949.881,686933.8162,1272142.521,2291692.143
11.15,2108.878936,85254.03888,161802.1214,201002.2205,414488.4871,757634.2824,352065.7325,757625.4196,1101624.384,509052.6283,1001045.945,1670950.467,686933.8291,1272143.05,2291692.912
11.2,2108.878936,85254.04351,161802.1224,201002.2217,414488.4939,757634.2879,352065.7342,757625.4252,1101624.384,509052.6395,1001046.099,1670951.037,686933.8415,1272143.564,2291693.661
11.25,2108.878936,85254.04796,161802.1234,201002.2228,414488.5005,757634.2932,352065.7358,757625.4306,1101624.384,509052.6502,1001046.247,1670951.591,686933.8533,1272144.065,2291694.388
11.3,2108.878936,85254.05225,161802.1242,201002.2238,414488.5068,757634.2982,352065.7374,757625.4357,1101624.384,509052.6604,1001046.392,1670952.13,686933.8647,1272144.553,2291695.096
11.35,2108.878936,85254.05638,161802.1251,201002.2248,414488.5129,757634.303,352065.7389,757625.4406,1101624.384,509052.6703,1001046.531,1670952.655,686933.8757,1272145.027,2291695.784
11.4,2108.878936,85254.06036,161802.1259,201002.2258,414488.5187,757634.3076,352065.7404,757625.4452,1101624.384,509052.6798,1001046.667,1670953.165,686933.8862,1272145.49,2291696.453
11.45,2108.878936,85254.0642,161802.1267,201002.2267,414488.5243,757634.312,352065.7417,757625.4497,1101624.384,509052.689,1001046.798,1670953.661,686933.8963,1272145.94,2291697.104
11.5,2108.878936,85254.06789,161802.1274,201002.2276,414488.5296,757634.3162,352065.743,757625.454,1101624.384,509052.6977,1001046.926,1670954.144,686933.906,1272146.378,2291697.738
11.55,2108.878936,85254.07145,161802.1281,201002.2284,414488.5347,757634.3203,352065.7443,757625.458,1101624.384,509052.7062,1001047.049,1670954.614,686933.9153,1272146.805,2291698.354
11.6,2108.878936,85254.07488,161802.1288,201002.2292,414488.5397,757634.3241,352065.7455,757625.4619,1101624.384,509052.7143,1001047.169,1670955.072,686933.9242,1272147.22,2291698.953
11.65,2108.878936,85254.07818,161802.1294,201002.23,414488.5444,757634.3278,352065.7466,757625.4657,1101624.384,509052.7221,1001047.285,1670955.517,686933.9328,1272147.625,2291699.536
11.7,2108.878936,85254.08136,161802.13,201002.2307,414488.5489,757634.3313,352065.7477,757625.4692,1101624.384,509052.7296,1001047.398,1670955.95,686933.941,1272148.019,2291700.104
11.75,2108.878936,85254.08443,161802.1306,201002.2314,414488.5533,757634.3347,352065.7487,757625.4727,1101624.384,509052.7368,1001047.507,1670956.371,686933.9489,1272148.404,2291700.656
11.8,2108.878936,85254.08739,161802.1311,201002.232,414488.5575,757634.3379,352065.7497,757625.4759,1101624.384,509052.7437,1001047.613,1670956.782,686933.9566,1272148.778,2291701.193
11.85,2108.878936,85254.09023,161802.1316,201002.2327,414488.5615,757634.341,352065.7507,757625.4791,1101624.384,509052.7504,1001047.715,1670957.181,686933.9639,1272149.142,2291701.716
11.9,2108.878936,85254.09298,161802.1321,201002.2333,414488.5654,757634.3439,352065.7516,757625.482,1101624.384,509052.7568,1001047.815,1670957.57,686933.9709,1272149.497,2291702.225
11.95,2108.878936,85254.09563,161802.1326,201002.2338,414488.5691,757634.3467,352065.7524,757625.4849,1101624.384,509052.763,1001047.912,1670957.949,686933.9776,1272149.843,2291702.72
12,2108.878936,85254.09818,161802.1331,201002.2344,414488.5727,757634.3494,352065.7533,757625.4876,1101624.384,509052.7689,1001048.005,1670958.317,686933.9841,1272150.18,2291703.202
12.05,2108.878936,85254.10064,161802.1335,201002.2349,414488.5761,757634.352,352065.754,757625.4903,1101624.384,509052.7746,1001048.096,1670958.676,686933.9903,1272150.509,2291703.671
12.1,2108.878936,85254.10301,161802.1339,201002.2354,414488.5794,757634.3545,352065.7548,757625.4928,1101624.384,509052.7801,1001048.185,1670959.025,686933.9963,1272150.829,2291704.128
12.15,2108.878936,85254.1053,161802.1343,201002.2359,414488.5825,757634.3568,352065.7555,757625.4952,1101624.384,509052.7854,1001048.27,1670959.365,686934.0021,1272151.14,2291704.573
