EDP Range,SLF Case 1,SLF Case 2,SLF Case 3,SLF Case 4,SLF Case 5,SLF Case 6,SLF Case 7,SLF Case 8,SLF Case 9,SLF Case 10,SLF Case 11,SLF Case 12,SLF Case 13,SLF Case 14,SLF Case 15
183.8,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
183.85,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
183.9,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
183.95,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
184,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
184.05,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
184.1,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
184.15,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
184.2,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
184.25,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
184.3,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
184.35,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
184.4,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
184.45,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
184.5,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
184.55,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
184.6,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
184.65,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
184.7,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
184.75,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
184.8,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
184.85,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
184.9,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
184.95,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
185,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
185.05,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
185.1,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
185.15,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
185.2,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
185.25,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
185.3,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
185.35,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
185.4,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
185.45,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
185.5,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
185.55,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
185.6,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
185.65,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
185.7,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
185.75,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
185.8,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
185.85,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
185.9,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
185.95,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
186,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
186.05,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
186.1,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
186.15,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
186.2,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
186.25,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
186.3,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
186.35,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
186.4,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
186.45,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
186.5,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
186.55,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
186.6,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
186.65,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
186.7,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
186.75,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
186.8,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
186.85,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
186.9,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
186.95,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
187,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
187.05,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
187.1,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
187.15,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
187.2,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
187.25,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
187.3,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
187.35,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
187.4,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
187.45,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
187.5,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
187.55,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
187.6,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
187.65,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
187.7,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
187.75,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
187.8,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
187.85,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
187.9,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
187.95,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
188,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
188.05,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
188.1,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
188.15,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
188.2,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
188.25,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
188.3,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
188.35,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
188.4,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
188.45,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
188.5,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
188.55,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
188.6,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
188.65,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
188.7,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
188.75,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
188.8,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
188.85,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
188.9,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
188.95,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
189,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
189.05,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
189.1,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
189.15,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
189.2,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
189.25,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
189.3,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
189.35,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
189.4,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
189.45,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
189.5,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
189.55,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
189.6,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
189.65,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
189.7,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
189.75,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
189.8,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
189.85,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
189.9,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
189.95,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
190,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
190.05,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
190.1,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
190.15,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
190.2,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
190.25,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
190.3,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
190.35,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
190.4,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
190.45,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
190.5,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
190.55,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
190.6,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
190.65,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
190.7,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
190.75,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
190.8,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
190.85,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
190.9,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
190.95,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
191,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
191.05,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
191.1,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
191.15,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
191.2,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
